[2026-07-14T17:18:20.117Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-14T17:18:20.122Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-14T17:18:20.123Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-14T17:18:20.125Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-14T17:18:20.126Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-14T17:18:20.127Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-14T17:18:20.131Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-14T17:18:20.132Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-14T17:18:20.135Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-15T02:39:51.094Z] [INFO] Worker testgaps deferred: Memory too low: 7.3% free
[2026-07-15T02:39:51.141Z] [INFO] Worker audit deferred: Memory too low: 7.1% free
[2026-07-15T02:39:51.142Z] [INFO] Worker optimize deferred: Memory too low: 7.1% free
[2026-07-15T02:39:51.143Z] [INFO] Worker map deferred: Memory too low: 7.1% free
[2026-07-15T02:40:20.787Z] [INFO] Worker audit deferred: Memory too low: 7.5% free
[2026-07-15T02:40:20.788Z] [INFO] Worker optimize deferred: Memory too low: 7.5% free
[2026-07-15T02:40:21.101Z] [INFO] Worker testgaps deferred: Memory too low: 7.1% free
[2026-07-15T02:40:21.102Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T02:40:21.148Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T02:40:21.149Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T02:40:21.150Z] [INFO] Worker audit deferred: Memory too low: 7.3% free
[2026-07-15T02:40:21.334Z] [INFO] Worker audit deferred: Memory too low: 5.6% free
[2026-07-15T02:40:50.798Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T02:40:50.799Z] [INFO] Worker testgaps deferred: Memory too low: 6.9% free
[2026-07-15T02:40:51.109Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T02:40:51.110Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T02:40:51.157Z] [INFO] Worker map deferred: Memory too low: 6.8% free
[2026-07-15T02:40:51.159Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:40:51.159Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:41:20.814Z] [INFO] Worker optimize deferred: Memory too low: 5.0% free
[2026-07-15T02:41:20.815Z] [INFO] Worker testgaps deferred: Memory too low: 5.0% free
[2026-07-15T02:41:21.124Z] [INFO] Worker audit deferred: Memory too low: 5.3% free
[2026-07-15T02:41:21.126Z] [INFO] Worker optimize deferred: Memory too low: 5.3% free
[2026-07-15T02:41:21.171Z] [INFO] Worker map deferred: Memory too low: 5.0% free
[2026-07-15T02:41:21.172Z] [INFO] Worker audit deferred: Memory too low: 4.9% free
[2026-07-15T02:41:21.172Z] [INFO] Worker audit deferred: Memory too low: 4.9% free
[2026-07-15T02:41:50.822Z] [INFO] Worker optimize deferred: Memory too low: 6.5% free
[2026-07-15T02:41:50.823Z] [INFO] Worker testgaps deferred: Memory too low: 6.5% free
[2026-07-15T02:41:51.132Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:41:51.133Z] [INFO] Worker optimize deferred: Memory too low: 6.8% free
[2026-07-15T02:41:51.179Z] [INFO] Worker map deferred: Memory too low: 6.3% free
[2026-07-15T02:41:51.180Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-15T02:41:51.181Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-15T02:42:20.830Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:42:20.831Z] [INFO] Worker testgaps deferred: Memory too low: 7.0% free
[2026-07-15T02:42:21.140Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:42:21.142Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T02:42:21.186Z] [INFO] Worker map deferred: Memory too low: 6.8% free
[2026-07-15T02:42:21.188Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:42:21.189Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:42:50.837Z] [INFO] Worker optimize deferred: Memory too low: 6.6% free
[2026-07-15T02:42:50.838Z] [INFO] Worker testgaps deferred: Memory too low: 6.6% free
[2026-07-15T02:42:51.144Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-15T02:42:51.146Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T02:42:51.190Z] [INFO] Worker map deferred: Memory too low: 6.7% free
[2026-07-15T02:42:51.191Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:42:51.192Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:43:20.846Z] [INFO] Worker optimize deferred: Memory too low: 6.1% free
[2026-07-15T02:43:20.847Z] [INFO] Worker testgaps deferred: Memory too low: 6.1% free
[2026-07-15T02:43:21.159Z] [INFO] Worker audit deferred: Memory too low: 6.4% free
[2026-07-15T02:43:21.160Z] [INFO] Worker optimize deferred: Memory too low: 6.4% free
[2026-07-15T02:43:21.206Z] [INFO] Worker map deferred: Memory too low: 5.9% free
[2026-07-15T02:43:21.207Z] [INFO] Worker audit deferred: Memory too low: 5.9% free
[2026-07-15T02:43:21.207Z] [INFO] Worker audit deferred: Memory too low: 5.9% free
[2026-07-15T02:43:50.855Z] [INFO] Worker optimize deferred: Memory too low: 4.8% free
[2026-07-15T02:43:50.856Z] [INFO] Worker testgaps deferred: Memory too low: 4.9% free
[2026-07-15T02:43:51.163Z] [INFO] Worker audit deferred: Memory too low: 4.2% free
[2026-07-15T02:43:51.164Z] [INFO] Worker optimize deferred: Memory too low: 4.2% free
[2026-07-15T02:43:51.209Z] [INFO] Worker map deferred: Memory too low: 4.5% free
[2026-07-15T02:43:51.211Z] [INFO] Worker audit deferred: Memory too low: 4.7% free
[2026-07-15T02:43:51.212Z] [INFO] Worker audit deferred: Memory too low: 4.8% free
[2026-07-15T02:44:20.862Z] [INFO] Worker optimize deferred: Memory too low: 4.8% free
[2026-07-15T02:44:20.864Z] [INFO] Worker testgaps deferred: Memory too low: 4.8% free
[2026-07-15T02:44:21.172Z] [INFO] Worker audit deferred: Memory too low: 5.0% free
[2026-07-15T02:44:21.173Z] [INFO] Worker optimize deferred: Memory too low: 5.0% free
[2026-07-15T02:44:21.219Z] [INFO] Worker map deferred: Memory too low: 4.7% free
[2026-07-15T02:44:21.220Z] [INFO] Worker audit deferred: Memory too low: 4.8% free
[2026-07-15T02:44:21.221Z] [INFO] Worker audit deferred: Memory too low: 4.9% free
[2026-07-15T02:44:50.866Z] [INFO] Worker optimize deferred: Memory too low: 4.9% free
[2026-07-15T02:44:50.867Z] [INFO] Worker testgaps deferred: Memory too low: 4.9% free
[2026-07-15T02:44:51.180Z] [INFO] Worker audit deferred: Memory too low: 5.0% free
[2026-07-15T02:44:51.181Z] [INFO] Worker optimize deferred: Memory too low: 5.0% free
[2026-07-15T02:44:51.227Z] [INFO] Worker map deferred: Memory too low: 5.3% free
[2026-07-15T02:44:51.228Z] [INFO] Worker audit deferred: Memory too low: 5.4% free
[2026-07-15T02:44:51.229Z] [INFO] Worker audit deferred: Memory too low: 5.4% free
[2026-07-15T02:45:20.882Z] [INFO] Worker optimize deferred: Memory too low: 6.8% free
[2026-07-15T02:45:20.883Z] [INFO] Worker testgaps deferred: Memory too low: 6.8% free
[2026-07-15T02:45:21.194Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:45:21.196Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:45:21.241Z] [INFO] Worker map deferred: Memory too low: 6.6% free
[2026-07-15T02:45:21.242Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:45:21.243Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:45:50.891Z] [INFO] Worker optimize deferred: Memory too low: 5.6% free
[2026-07-15T02:45:50.893Z] [INFO] Worker testgaps deferred: Memory too low: 5.7% free
[2026-07-15T02:45:51.203Z] [INFO] Worker audit deferred: Memory too low: 4.5% free
[2026-07-15T02:45:51.204Z] [INFO] Worker optimize deferred: Memory too low: 4.5% free
[2026-07-15T02:45:51.251Z] [INFO] Worker map deferred: Memory too low: 6.8% free
[2026-07-15T02:45:51.252Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:45:51.253Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:46:20.787Z] [INFO] Worker testgaps deferred: Memory too low: 5.8% free
[2026-07-15T02:46:20.896Z] [INFO] Worker optimize deferred: Memory too low: 4.8% free
[2026-07-15T02:46:20.898Z] [INFO] Worker testgaps deferred: Memory too low: 4.8% free
[2026-07-15T02:46:21.209Z] [INFO] Worker audit deferred: Memory too low: 4.8% free
[2026-07-15T02:46:21.210Z] [INFO] Worker optimize deferred: Memory too low: 4.8% free
[2026-07-15T02:46:21.255Z] [INFO] Worker map deferred: Memory too low: 5.9% free
[2026-07-15T02:46:21.256Z] [INFO] Worker audit deferred: Memory too low: 6.0% free
[2026-07-15T02:46:21.257Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-15T02:46:50.901Z] [INFO] Worker testgaps deferred: Memory too low: 5.4% free
[2026-07-15T02:46:50.902Z] [INFO] Worker optimize deferred: Memory too low: 5.4% free
[2026-07-15T02:46:51.223Z] [INFO] Worker testgaps deferred: Memory too low: 5.6% free
[2026-07-15T02:46:51.224Z] [INFO] Worker audit deferred: Memory too low: 5.5% free
[2026-07-15T02:46:51.271Z] [INFO] Worker optimize deferred: Memory too low: 5.1% free
[2026-07-15T02:46:51.272Z] [INFO] Worker map deferred: Memory too low: 5.1% free
[2026-07-15T02:46:51.273Z] [INFO] Worker audit deferred: Memory too low: 5.1% free
[2026-07-15T02:47:20.913Z] [INFO] Worker audit deferred: Memory too low: 5.5% free
[2026-07-15T02:47:20.914Z] [INFO] Worker testgaps deferred: Memory too low: 5.5% free
[2026-07-15T02:47:21.227Z] [INFO] Worker optimize deferred: Memory too low: 6.0% free
[2026-07-15T02:47:21.228Z] [INFO] Worker testgaps deferred: Memory too low: 6.0% free
[2026-07-15T02:47:21.274Z] [INFO] Worker audit deferred: Memory too low: 5.6% free
[2026-07-15T02:47:21.276Z] [INFO] Worker optimize deferred: Memory too low: 5.6% free
[2026-07-15T02:47:21.276Z] [INFO] Worker map deferred: Memory too low: 5.6% free
[2026-07-15T02:47:50.921Z] [INFO] Worker audit deferred: Memory too low: 5.2% free
[2026-07-15T02:47:50.922Z] [INFO] Worker audit deferred: Memory too low: 5.2% free
[2026-07-15T02:47:51.234Z] [INFO] Worker testgaps deferred: Memory too low: 5.4% free
[2026-07-15T02:47:51.236Z] [INFO] Worker optimize deferred: Memory too low: 5.4% free
[2026-07-15T02:47:51.281Z] [INFO] Worker testgaps deferred: Memory too low: 4.9% free
[2026-07-15T02:47:51.282Z] [INFO] Worker audit deferred: Memory too low: 4.9% free
[2026-07-15T02:47:51.283Z] [INFO] Worker optimize deferred: Memory too low: 4.9% free
[2026-07-15T02:48:20.823Z] [INFO] Worker map deferred: Memory too low: 5.7% free
[2026-07-15T02:48:20.932Z] [INFO] Worker map deferred: Memory too low: 4.7% free
[2026-07-15T02:48:20.934Z] [INFO] Worker audit deferred: Memory too low: 4.7% free
[2026-07-15T02:48:21.243Z] [INFO] Worker audit deferred: Memory too low: 5.5% free
[2026-07-15T02:48:21.244Z] [INFO] Worker testgaps deferred: Memory too low: 5.5% free
[2026-07-15T02:48:21.290Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:48:21.291Z] [INFO] Worker testgaps deferred: Memory too low: 7.0% free
[2026-07-15T02:48:21.291Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:48:50.942Z] [INFO] Worker optimize deferred: Memory too low: 4.8% free
[2026-07-15T02:48:50.944Z] [INFO] Worker map deferred: Memory too low: 4.8% free
[2026-07-15T02:48:51.254Z] [INFO] Worker map deferred: Memory too low: 5.1% free
[2026-07-15T02:48:51.255Z] [INFO] Worker audit deferred: Memory too low: 5.0% free
[2026-07-15T02:48:51.301Z] [INFO] Worker audit deferred: Memory too low: 4.6% free
[2026-07-15T02:48:51.302Z] [INFO] Worker testgaps deferred: Memory too low: 4.6% free
[2026-07-15T02:48:51.302Z] [INFO] Worker optimize deferred: Memory too low: 4.6% free
[2026-07-15T02:49:20.944Z] [INFO] Worker testgaps deferred: Memory too low: 5.3% free
[2026-07-15T02:49:20.945Z] [INFO] Worker audit deferred: Memory too low: 5.3% free
[2026-07-15T02:49:21.257Z] [INFO] Worker optimize deferred: Memory too low: 5.9% free
[2026-07-15T02:49:21.258Z] [INFO] Worker map deferred: Memory too low: 5.9% free
[2026-07-15T02:49:21.303Z] [INFO] Worker map deferred: Memory too low: 5.5% free
[2026-07-15T02:49:21.304Z] [INFO] Worker audit deferred: Memory too low: 5.5% free
[2026-07-15T02:49:21.305Z] [INFO] Worker audit deferred: Memory too low: 5.5% free
[2026-07-15T02:49:50.951Z] [INFO] Worker testgaps deferred: Memory too low: 5.9% free
[2026-07-15T02:49:50.952Z] [INFO] Worker optimize deferred: Memory too low: 5.9% free
[2026-07-15T02:49:51.263Z] [INFO] Worker testgaps deferred: Memory too low: 6.2% free
[2026-07-15T02:49:51.264Z] [INFO] Worker audit deferred: Memory too low: 6.2% free
[2026-07-15T02:49:51.309Z] [INFO] Worker optimize deferred: Memory too low: 5.8% free
[2026-07-15T02:49:51.310Z] [INFO] Worker map deferred: Memory too low: 5.8% free
[2026-07-15T02:49:51.311Z] [INFO] Worker map deferred: Memory too low: 5.8% free
[2026-07-15T02:50:20.959Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-15T02:50:20.960Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-15T02:50:21.273Z] [INFO] Worker testgaps deferred: Memory too low: 6.2% free
[2026-07-15T02:50:21.275Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T02:50:21.321Z] [INFO] Worker testgaps deferred: Memory too low: 5.8% free
[2026-07-15T02:50:21.322Z] [INFO] Worker audit deferred: Memory too low: 5.8% free
[2026-07-15T02:50:21.323Z] [INFO] Worker optimize deferred: Memory too low: 5.8% free
[2026-07-15T02:50:21.336Z] [INFO] Worker audit deferred: Memory too low: 5.7% free
[2026-07-15T02:50:50.966Z] [INFO] Worker map deferred: Memory too low: 5.0% free
[2026-07-15T02:50:50.967Z] [INFO] Worker map deferred: Memory too low: 5.0% free
[2026-07-15T02:50:51.278Z] [INFO] Worker audit deferred: Memory too low: 5.3% free
[2026-07-15T02:50:51.279Z] [INFO] Worker audit deferred: Memory too low: 5.3% free
[2026-07-15T02:50:51.325Z] [INFO] Worker testgaps deferred: Memory too low: 4.9% free
[2026-07-15T02:50:51.326Z] [INFO] Worker optimize deferred: Memory too low: 4.9% free
[2026-07-15T02:50:51.326Z] [INFO] Worker testgaps deferred: Memory too low: 4.9% free
[2026-07-15T02:51:20.977Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:51:20.979Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T02:51:21.286Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T02:51:21.287Z] [INFO] Worker map deferred: Memory too low: 7.1% free
[2026-07-15T02:51:21.332Z] [INFO] Worker map deferred: Memory too low: 6.6% free
[2026-07-15T02:51:21.334Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:51:21.334Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:51:50.985Z] [INFO] Worker testgaps deferred: Memory too low: 7.2% free
[2026-07-15T02:51:50.986Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T02:51:51.295Z] [INFO] Worker testgaps deferred: Memory too low: 5.4% free
[2026-07-15T02:51:51.296Z] [INFO] Worker audit deferred: Memory too low: 5.5% free
[2026-07-15T02:51:51.343Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T02:51:51.344Z] [INFO] Worker audit deferred: Memory too low: 7.3% free
[2026-07-15T02:51:51.344Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T02:52:20.982Z] [INFO] Worker optimize deferred: Memory too low: 4.4% free
[2026-07-15T02:52:20.998Z] [INFO] Worker map deferred: Memory too low: 5.6% free
[2026-07-15T02:52:20.999Z] [INFO] Worker audit deferred: Memory too low: 5.7% free
[2026-07-15T02:52:21.310Z] [INFO] Worker audit deferred: Memory too low: 4.5% free
[2026-07-15T02:52:21.311Z] [INFO] Worker testgaps deferred: Memory too low: 4.5% free
[2026-07-15T02:52:21.357Z] [INFO] Worker optimize deferred: Memory too low: 6.5% free
[2026-07-15T02:52:21.358Z] [INFO] Worker testgaps deferred: Memory too low: 6.5% free
[2026-07-15T02:52:21.359Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:52:51.006Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-15T02:52:51.008Z] [INFO] Worker audit deferred: Memory too low: 8.0% free
[2026-07-15T02:52:51.316Z] [INFO] Worker map deferred: Memory too low: 8.3% free
[2026-07-15T02:52:51.318Z] [INFO] Worker optimize deferred: Memory too low: 8.3% free
[2026-07-15T02:52:51.363Z] [INFO] Worker map deferred: Memory too low: 7.9% free
[2026-07-15T02:52:51.364Z] [INFO] Worker audit deferred: Memory too low: 7.9% free
[2026-07-15T02:52:51.365Z] [INFO] Worker audit deferred: Memory too low: 7.9% free
[2026-07-15T02:53:21.022Z] [INFO] Worker testgaps deferred: Memory too low: 8.0% free
[2026-07-15T02:53:21.023Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-15T02:53:21.318Z] [INFO] Worker testgaps deferred: Memory too low: 8.3% free
[2026-07-15T02:53:21.320Z] [INFO] Worker audit deferred: Memory too low: 8.3% free
[2026-07-15T02:53:21.380Z] [INFO] Worker optimize deferred: Memory too low: 7.8% free
[2026-07-15T02:53:21.381Z] [INFO] Worker audit deferred: Memory too low: 7.8% free
[2026-07-15T02:53:21.382Z] [INFO] Worker map deferred: Memory too low: 7.8% free
[2026-07-15T02:53:51.034Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T02:53:51.036Z] [INFO] Worker map deferred: Memory too low: 6.3% free
[2026-07-15T02:53:51.330Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-15T02:53:51.331Z] [INFO] Worker audit deferred: Memory too low: 6.2% free
[2026-07-15T02:53:51.392Z] [INFO] Worker testgaps deferred: Memory too low: 8.5% free
[2026-07-15T02:53:51.394Z] [INFO] Worker optimize deferred: Memory too low: 8.5% free
[2026-07-15T02:53:51.394Z] [INFO] Worker testgaps deferred: Memory too low: 8.5% free
[2026-07-15T02:54:20.481Z] [INFO] Worker consolidate deferred: Memory too low: 8.2% free
[2026-07-15T02:54:21.043Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T02:54:21.044Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T02:54:21.340Z] [INFO] Worker audit deferred: Memory too low: 6.5% free
[2026-07-15T02:54:21.342Z] [INFO] Worker map deferred: Memory too low: 6.5% free
[2026-07-15T02:54:21.402Z] [INFO] Worker optimize deferred: Memory too low: 9.0% free
[2026-07-15T02:54:21.403Z] [INFO] Worker map deferred: Memory too low: 9.0% free
[2026-07-15T02:54:21.403Z] [INFO] Worker audit deferred: Memory too low: 9.0% free
[2026-07-15T02:54:51.048Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:54:51.049Z] [INFO] Worker testgaps deferred: Memory too low: 7.0% free
[2026-07-15T02:54:51.345Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T02:54:51.346Z] [INFO] Worker testgaps deferred: Memory too low: 7.3% free
[2026-07-15T02:54:51.406Z] [INFO] Worker consolidate deferred: Memory too low: 6.7% free
[2026-07-15T02:54:51.407Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:54:51.408Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T02:55:21.051Z] [INFO] Worker audit deferred: Memory too low: 6.0% free
[2026-07-15T02:55:21.052Z] [INFO] Worker map deferred: Memory too low: 6.0% free
[2026-07-15T02:55:21.361Z] [INFO] Worker optimize deferred: Memory too low: 5.9% free
[2026-07-15T02:55:21.362Z] [INFO] Worker map deferred: Memory too low: 5.9% free
[2026-07-15T02:55:21.422Z] [INFO] Worker audit deferred: Memory too low: 8.3% free
[2026-07-15T02:55:21.423Z] [INFO] Worker audit deferred: Memory too low: 8.3% free
[2026-07-15T02:55:21.425Z] [INFO] Worker testgaps deferred: Memory too low: 8.3% free
[2026-07-15T02:55:51.066Z] [INFO] Worker optimize deferred: Memory too low: 6.1% free
[2026-07-15T02:55:51.067Z] [INFO] Worker testgaps deferred: Memory too low: 6.1% free
[2026-07-15T02:55:51.377Z] [INFO] Worker consolidate deferred: Memory too low: 6.2% free
[2026-07-15T02:55:51.378Z] [INFO] Worker audit deferred: Memory too low: 6.2% free
[2026-07-15T02:55:51.439Z] [INFO] Worker optimize deferred: Memory too low: 8.1% free
[2026-07-15T02:55:51.440Z] [INFO] Worker audit deferred: Memory too low: 8.1% free
[2026-07-15T02:55:51.441Z] [INFO] Worker map deferred: Memory too low: 8.2% free
[2026-07-15T02:56:21.079Z] [INFO] Worker optimize deferred: Memory too low: 7.1% free
[2026-07-15T02:56:21.080Z] [INFO] Worker map deferred: Memory too low: 7.1% free
[2026-07-15T02:56:21.391Z] [INFO] Worker audit deferred: Memory too low: 7.1% free
[2026-07-15T02:56:21.393Z] [INFO] Worker audit deferred: Memory too low: 7.1% free
[2026-07-15T02:56:21.453Z] [INFO] Worker testgaps deferred: Memory too low: 6.5% free
[2026-07-15T02:56:21.455Z] [INFO] Worker optimize deferred: Memory too low: 6.5% free
[2026-07-15T02:56:21.455Z] [INFO] Worker testgaps deferred: Memory too low: 6.5% free
[2026-07-15T02:56:51.083Z] [INFO] Worker consolidate deferred: Memory too low: 7.1% free
[2026-07-15T02:56:51.084Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:56:51.395Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T02:56:51.397Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T02:56:51.457Z] [INFO] Worker map deferred: Memory too low: 6.7% free
[2026-07-15T02:56:51.458Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T02:56:51.458Z] [INFO] Worker map deferred: Memory too low: 6.7% free
[2026-07-15T02:57:21.093Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:57:21.094Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:57:21.403Z] [INFO] Worker testgaps deferred: Memory too low: 7.0% free
[2026-07-15T02:57:21.404Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:57:21.467Z] [INFO] Worker testgaps deferred: Memory too low: 6.5% free
[2026-07-15T02:57:21.469Z] [INFO] Worker consolidate deferred: Memory too low: 6.5% free
[2026-07-15T02:57:21.469Z] [INFO] Worker audit deferred: Memory too low: 6.5% free
[2026-07-15T02:57:51.107Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:57:51.109Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:57:51.417Z] [INFO] Worker map deferred: Memory too low: 6.9% free
[2026-07-15T02:57:51.418Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T02:57:51.479Z] [INFO] Worker map deferred: Memory too low: 6.4% free
[2026-07-15T02:57:51.480Z] [INFO] Worker audit deferred: Memory too low: 6.4% free
[2026-07-15T02:57:51.481Z] [INFO] Worker audit deferred: Memory too low: 6.4% free
[2026-07-15T02:58:21.119Z] [INFO] Worker testgaps deferred: Memory too low: 7.0% free
[2026-07-15T02:58:21.120Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:58:21.430Z] [INFO] Worker testgaps deferred: Memory too low: 7.2% free
[2026-07-15T02:58:21.431Z] [INFO] Worker consolidate deferred: Memory too low: 7.2% free
[2026-07-15T02:58:21.492Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:58:21.493Z] [INFO] Worker optimize deferred: Memory too low: 6.6% free
[2026-07-15T02:58:21.493Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:58:51.125Z] [INFO] Worker map deferred: Memory too low: 7.0% free
[2026-07-15T02:58:51.126Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T02:58:51.437Z] [INFO] Worker map deferred: Memory too low: 6.6% free
[2026-07-15T02:58:51.438Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:58:51.499Z] [INFO] Worker audit deferred: Memory too low: 5.9% free
[2026-07-15T02:58:51.500Z] [INFO] Worker testgaps deferred: Memory too low: 5.9% free
[2026-07-15T02:58:51.501Z] [INFO] Worker optimize deferred: Memory too low: 5.8% free
[2026-07-15T02:59:21.130Z] [INFO] Worker testgaps deferred: Memory too low: 7.1% free
[2026-07-15T02:59:21.132Z] [INFO] Worker consolidate deferred: Memory too low: 7.2% free
[2026-07-15T02:59:21.443Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T02:59:21.444Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T02:59:21.505Z] [INFO] Worker audit deferred: Memory too low: 7.3% free
[2026-07-15T02:59:21.506Z] [INFO] Worker map deferred: Memory too low: 7.2% free
[2026-07-15T02:59:21.507Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T02:59:51.136Z] [INFO] Worker map deferred: Memory too low: 5.6% free
[2026-07-15T02:59:51.137Z] [INFO] Worker audit deferred: Memory too low: 5.6% free
[2026-07-15T02:59:51.449Z] [INFO] Worker audit deferred: Memory too low: 5.9% free
[2026-07-15T02:59:51.450Z] [INFO] Worker testgaps deferred: Memory too low: 5.9% free
[2026-07-15T02:59:51.511Z] [INFO] Worker optimize deferred: Memory too low: 5.3% free
[2026-07-15T02:59:51.513Z] [INFO] Worker testgaps deferred: Memory too low: 5.3% free
[2026-07-15T02:59:51.513Z] [INFO] Worker consolidate deferred: Memory too low: 5.3% free
[2026-07-15T03:00:21.148Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T03:00:21.149Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T03:00:21.350Z] [INFO] Worker audit deferred: Memory too low: 8.0% free
[2026-07-15T03:00:21.459Z] [INFO] Worker audit deferred: Memory too low: 7.1% free
[2026-07-15T03:00:21.460Z] [INFO] Worker map deferred: Memory too low: 7.1% free
[2026-07-15T03:00:21.521Z] [INFO] Worker optimize deferred: Memory too low: 6.5% free
[2026-07-15T03:00:21.522Z] [INFO] Worker map deferred: Memory too low: 6.5% free
